,ISIN,COMPANY_CODE,SECTOR_CODE,REPORTING_YEAR,N_SDG1,N_SDG2,N_SDG3,N_SDG4,N_SDG5,N_SDG6,N_SDG7,N_SDG8,N_SDG9,N_SDG10,N_SDG11,N_SDG12,N_SDG13,N_SDG14,N_SDG15,N_SDG16,N_SDG17,Market Value
3037,JP3597800006,TOBURA00001,RAIL,2022,0,0,-17000000,0,0,-7100000,0,0,0,0,-4400000,-4300000,-21000000,-2800000,-1400000,0,0,"$4,507.54 "
3044,SG1T75931496,SINGAP00001,ITIS,2022,0,0,-290000,0,0,-160000,0,0,0,0,-61000,-52000,-26000000,-32000,-44000,0,0,"$12,942.96 "
3051,FR0010208488,ENGIEX00001,GENE,2022,0,0,-200000000,0,0,-80000000,-850000000,-850000000,-420000000,0,-140000000,-50000000,-1500000000,-7100000,-25000000,0,0,"$29,160.95 "
3058,DE0006231004,INFINE00001,EEMA,2022,0,0,-56000000,0,0,-2300000,0,0,0,0,-1100000,-6200000,-60000000,-11000000,-530000,0,0,"$51,835.70 "
3065,JP3762800005,NOMURA00003,CONS,2022,0,0,-400000,0,0,-160000,0,0,0,0,-110000,-100000,-2900000,-64000,-33000,0,0,"$9,560.93 "
3072,US4404521001,HORMEL00001,FOMA,2022,0,0,-22000000,0,0,-720000,0,0,0,0,-140000,-2300000,-63000000,-4400000,-220000,0,0,"$11,314.48 "
3079,JP3890350006,SUMITO00001,FINS,2022,0,0,-230000,0,0,-110000,0,-9200000000,-3100000000,0,-120000,-54000,-8500000,-14000,-32000,0,0,"$51,910.50 "
3086,JP3918000005,MEIJIH00001,DASP,2022,0,0,-6200000,0,0,-1800000,0,0,0,0,-1200000,-1100000,-28000000,-970000,-430000,0,0,"$5,328.53 "
3093,JP3574200006,TOKYUC00001,RAIL,2022,0,0,-12000000,0,0,-3100000,0,0,0,0,-7900000,-3900000,-26000000,-1300000,-620000,0,0,"$6,364.65 "
3100,JP3402600005,SUMITO00007,MOMI,2022,0,0,-230000000,0,0,-17000000,0,-20000000,-10000000,0,-34000000,-34000000,-260000000,-40000000,-3800000,0,0,"$8,834.85 "
3107,JP3164630000,SQUARE00002,ENTE,2022,0,0,-770000,0,0,-210000,0,0,0,0,-100000,-130000,-3300000,-130000,-46000,0,0,"$3,912.19 "
3114,CA05577W2004,BRPINC00001,TRAN,2022,0,0,-520000,0,0,-78000,0,0,0,0,-6700,-46000,-3900000,-88000,-26000,0,0,"$2,730.26 "
3121,CNE100000668,BEIJIN00014,ITIS,2022,0,0,-38000,0,0,-30000,0,0,0,0,-3400,-3100,-570000,-2100,-9300,0,0,"$1,534.13 "
3128,MYL1961OO001,IOICOR00001,CONG,2022,0,0,-2000000,0,0,-1300000,0,0,0,0,-320000,-300000,-130000000,-190000,-360000,0,0,"$1,913.59 "
3135,GB0001367019,BRITIS00002,RESS,2022,0,0,-130000,0,0,-35000,0,0,0,0,-14000,-19000,-990000,-22000,-9200,0,0,"$4,395.74 "
3142,ZAE000216537,BIDCOR00001,FOMA,2022,0,0,-1100000,0,0,-210000,0,0,0,0,-170000,-190000,-14000000,-200000,-48000,0,0,"$7,496.63 "
3149,GB0002875804,BRITIS00001,TOBA,2022,0,0,-6200000,0,0,-2200000,0,0,0,0,-1200000,-1300000,-35000000,-1000000,-460000,0,0,"$69,369.87 "
3156,US0091581068,AIRPRO00001,PERF,2022,0,0,-8700000,0,0,-2900000,0,0,0,0,-840000,-900000,-1300000000,-1100000,-920000,0,0,"$62,479.47 "
3163,US98980F1049,ZOOMIN00001,ITIS,2022,0,0,-39000,0,0,-18000,0,0,0,0,-9500,-8600,-54000,-5500,-4200,0,0,"$6,332.48 "
3168,NO0003733800,ORKLAX00001,FOMA,2022,0,0,-5200000,0,0,-320000,0,0,0,0,-380000,-590000,-10000000,-930000,-100000,0,0,"$5,276.27 "
3175,FR0000127771,VIVEND00001,ENTE,2022,0,0,-1500000,0,0,-220000,0,-470000000,-230000000,0,-58000,-170000,-2100000,-270000,-62000,0,0,"$6,921.89 "
3182,JP3414750004,SEIKOE00001,EEMA,2022,0,0,-1800000,0,0,-230000,0,0,0,0,-84000,-190000,-17000000,-310000,-73000,0,0,"$3,716.47 "
3189,ES0171996087,GRIFOL00001,PILL,2022,0,0,-8400000,0,0,-3500000,0,0,0,0,-2000000,-2000000,-14000000,-1400000,-730000,0,0,"$3,054.74 "
3196,GB00BMJ6DW54,NEWINF00001,CONS,2022,0,0,-120000,0,0,-47000,0,0,0,0,-26000,-28000,-370000,-20000,-9900,0,0,"$11,993.86 "
3203,ES0130960018,ENAGAS00001,OGES,2022,0,0,-60000,0,0,-12000,0,0,0,0,-53000,-20000,-21000000,-3000,-3700,0,0,"$4,499.84 "
3210,BE0974293251,ANHEUS00001,BEVM,2022,0,0,-96000000,0,0,-73000000,0,0,0,0,-9700000,-5500000,-180000000,-3600000,-24000000,0,0,"$54,217.49 "
3217,US0846707026,BERKSH00001,CONG,2022,0,0,0,0,0,0,0,-20000000000,-10000000000,0,0,0,0,0,0,0,0,"$414,777.13 "
3224,CH0012142631,CLARIA00001,PERF,2022,0,0,-100000000,0,0,-28000000,0,-71000000,-36000000,0,-15000000,-18000000,-70000000,-18000000,-6100000,0,0,"$3,465.91 "
3231,NL0011821202,INGGRO00001,FINS,2022,0,0,-320000,0,0,-140000,0,-11000000000,-3800000000,0,-80000,-76000,-1100000,-49000,-31000,0,0,"$49,472.63 "
3238,US40412C1018,HCAHOL00001,HOSP,2022,0,0,-3600000,0,0,-1300000,0,0,0,0,-1400000,-960000,-25000000,-510000,-290000,0,0,"$55,773.19 "
3245,INE949L01017,AUSMAL00001,FINS,2022,0,0,-91000,0,0,-90000,0,-320000000,-110000000,0,-150,-220,-420000,-340,-30000,0,0,"$3,502.08 "
3252,QA000A0M8VM3,ALRAYA00001,FINS,2022,0,0,-44000,0,0,-19000,0,-740000000,-250000000,0,-11000,-10000,-420000,-7000,-4100,0,0,"$4,992.67 "
3259,US98954M2008,ZILLOW00001,ITIS,2022,0,0,-66000,0,0,-31000,0,-59000000,-29000000,0,-15000,-15000,-520000,-9800,-7000,0,0,"$7,130.68 "
3266,JP3526600006,CHUBUE00001,GENE,2022,0,0,-210000000,0,0,-260000,-140000000,-140000000,-72000000,0,-310000000,-100000000,-12000000,-100000,-52000,0,0,"$6,754.87 "
3273,US0162551016,ALIGNT00001,OTMA,2022,0,0,-1100000,0,0,-360000,0,-3600000,-1800000,0,-220000,-220000,-4700000,-170000,-81000,0,0,"$24,496.22 "
3280,INE795G01014,HDFCLI00001,FINS,2022,0,0,-74000,0,0,-72000,0,0,0,0,-1300,-780,-1200000,-490,-24000,0,0,"$6,373.57 "
3287,DK0060534915,NOVONO00001,PILL,2022,0,0,-8800000,0,0,-3900000,0,0,0,0,-2200000,-2100000,-8600000,-1400000,-830000,0,0,"$273,057.95 "
3294,CNE0000017H1,INNERM00002,IRON,2022,0,0,-15000000,0,0,-7400000,0,0,0,0,-10000000,-3600000,-920000000,-230000,-2400000,0,0,"$5,259.50 "
3301,GB0033195214,KINGFI00001,WHRE,2022,0,0,-27000000,0,0,-11000000,0,0,0,0,-6700000,-6700000,-26000000,-4500000,-2200000,0,0,"$6,127.03 "
3308,IE00BY7QL619,JOHNSO00002,FMMA,2022,0,0,-2100000,0,0,-590000,0,-8700000,-4300000,0,-440000,-400000,-36000000,-330000,-140000,0,0,"$39,234.45 "
3315,US3687361044,GENERA00005,EEMA,2022,0,0,-580000,0,0,-200000,0,0,0,0,-62000,-79000,-3200000,-84000,-57000,0,0,"$6,186.74 "
3322,CNE100000P69,NAVINF00001,ITIS,2022,0,0,-37000,0,0,-27000,0,0,0,0,-4300,-4000,-730000,-2600,-8300,0,0,"$3,727.16 "
3329,IT0003242622,TERNAX00001,DIST,2022,0,0,-480000,0,0,-220000,0,0,0,0,-110000,-110000,-7200000,-75000,-47000,0,0,"$11,824.40 "
3336,US7588491032,REGENC00001,RESS,2022,0,0,-1600000,0,0,-670000,0,0,0,0,-380000,-390000,-2000000,-260000,-140000,0,0,"$10,126.83 "
3343,US75886F1075,REGENE00001,PILL,2022,0,0,-810000,0,0,-250000,0,-67000000,-34000000,0,-220000,-180000,-5700000,-120000,-56000,0,0,"$86,784.76 "
3350,INE685A01028,TORREN00001,PILL,2022,0,0,-230000,0,0,-170000,0,0,0,0,-27000,-25000,-6200000,-17000,-51000,0,0,"$1,873.12 "
3357,AU000000MIN4,MINERA00002,MOMI,2022,0,0,-280000000,0,0,-34000000,0,0,0,0,-290000000,-110000000,-59000000,-16000000,-7400000,0,0,"$8,800.55 "
3364,MYQ0166OO007,INARIA00001,EEMA,2022,0,0,-680000,0,0,-82000,-2500000,-2500000,-1300000,0,-1400,-61000,-4000000,-120000,-27000,0,0,"$1,423.48 "
3371,US09073M1045,BIOTEC00001,PERF,2022,0,0,-4300000,0,0,-970000,0,0,0,0,-460000,-640000,-2300000,-730000,-240000,0,0,"$13,182.44 "
3378,US29444U7000,EQUINI00001,ITIS,2022,0,0,-280000,0,0,-110000,0,0,0,0,-120000,-77000,-120000000,-36000,-24000,0,0,"$63,653.27 "
3385,US09247X1019,BLACKR00001,FINS,2022,0,0,-410000,0,0,-180000,0,0,0,0,-100000,-99000,-1600000,-66000,-37000,0,0,"$102,251.18 "
3392,JP3240400006,KIKKOM00001,FOMA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$7,238.98 "
3399,IE000S9YS762,LINDEN00001,PERF,2022,0,0,-180000000,0,0,-23000000,0,0,0,0,-2100000,-17000000,-1900000000,-31000000,-7200000,0,0,"$175,249.75 "
3406,SE0001662230,HUSQVA00001,OTHE,2022,0,0,-3000000,0,0,-980000,0,0,0,0,-580000,-640000,-3400000,-520000,-200000,0,0,"$3,643.75 "
3413,US7433151039,PROGRE00001,FINS,2022,0,0,-1100000,0,0,-480000,0,0,0,0,-280000,-270000,-9700000,-180000,-99000,0,0,"$79,260.02 "
3420,US8085131055,SCHWAB00001,FINS,2022,0,0,-510000,0,0,-220000,0,0,0,0,-120000,-120000,-4900000,-81000,-46000,0,0,"$85,215.22 "
3427,US5253271028,LEIDOS00001,ITIS,2022,0,0,-430000,0,0,-180000,0,0,0,0,-110000,-110000,-5800000,-70000,-37000,0,0,"$11,822.05 "
3434,IE00BTN1Y115,MEDTRO00001,HOSP,2022,0,0,-3500000,0,0,-1400000,0,0,0,0,-1100000,-890000,-15000000,-540000,-290000,0,0,"$107,294.38 "
3441,JP3249600002,KYOCER00001,EEMA,2022,0,0,-9700000,0,0,-3200000,-2200000,-2200000,-1100000,0,-1500000,-1800000,-57000000,-1600000,-740000,0,0,"$16,214.25 "
3448,ES0105563003,CORPOR00001,REEN,2022,0,0,-6300000,0,0,-110000,0,0,0,0,-9300000,-3100000,-500000,-4600,-35000,0,0,"$2,143.78 "
3454,US5926881054,METTLE00001,OTMA,2022,0,0,-3600000,0,0,-1500000,0,0,0,0,-880000,-890000,-4900000,-610000,-300000,0,0,"$34,338.33 "
3461,JP3102000001,AISINS00001,TRAN,2022,0,0,-6100000,0,0,-410000,0,0,0,0,-3000000,-1400000,-130000000,-750000,-130000,0,0,"$3,697.57 "
3468,JP3183200009,JAPANE00001,FINS,2022,0,0,-47000,0,0,-11000,0,0,0,0,-36000,-16000,-470000,-4400,-2400,0,0,"$7,442.71 "
3475,GB00B24CGK77,RECKIT00001,WASH,2022,0,0,-22000000,0,0,-9500000,0,0,0,0,-4700000,-4800000,-27000000,-3300000,-2100000,0,0,"$54,509.04 "
3482,JP3443600006,TAISEI00001,BLDG,2022,0,0,-3400000,0,0,-120000,0,-4100000,-2100000,0,-3200000,-1200000,-13000000,-240000,-28000,0,0,"$5,017.64 "
3489,US0378331005,APPLEX00001,EEMA,2022,0,0,-3800000,0,0,-750000,0,0,0,0,-590000,-580000,-60000000,-610000,-200000,0,0,"$2,611,378.56 "
3496,FR0006174348,BUREAU00001,CONS,2022,0,0,-1400000,0,0,-570000,0,0,0,0,-300000,-310000,-7900000,-230000,-120000,0,0,"$8,230.62 "
3503,INE123W01016,SBILIF00001,FINS,2022,0,0,-280000,0,0,-150000,0,0,0,0,-57000,-56000,-2200000,-37000,-38000,0,0,"$5,943.14 "
3510,IT0004056880,AMPLIF00001,WHRE,2022,0,0,-83000,0,0,-15000,0,0,0,0,-1400,-7600,-800000,-14000,-4800,0,0,"$4,379.02 "
3517,US3390411052,FLEETC00001,OTHE,2022,0,0,-2,0,0,0,0,0,0,0,-3,-1,-2000,0,0,0,0,"$15,274.68 "
3524,US95040Q1040,WELLTO00001,RESS,2022,0,0,-1400000,0,0,-610000,0,0,0,0,-320000,-310000,-28000000,-220000,-140000,0,0,"$36,328.04 "
3531,ES0125220311,ACCION00001,INDE,2022,0,0,-310000000,0,0,-37000000,0,0,0,0,-32000000,-47000000,-120000000,-58000000,-7500000,0,0,"$4,656.21 "
3538,JP3162600005,SMCCOR00001,FMMA,2022,0,0,-1800000,0,0,-600000,0,-35000000,-17000000,0,-340000,-370000,-3600000,-300000,-130000,0,0,"$28,943.99 "
3545,ZAE000015228,HARMON00001,MOMI,2022,0,0,-3200000000,0,0,-1400000000,0,0,0,0,-770000000,-770000000,-1800000000,-510000000,-310000000,0,0,"$2,325.90 "
3552,CH0010645932,GIVAUD00001,WASH,2022,0,0,-4300000,0,0,-1600000,0,0,0,0,-290000,-470000,-9300000,-580000,-490000,0,0,"$31,973.46 "
3559,US9884981013,YUMBRA00001,FOOD,2022,0,0,-250000000,0,0,-100000000,0,0,0,0,-62000000,-62000000,-130000000,-41000000,-21000000,0,0,"$37,743.21 "
3566,JP3284600008,KOITOM00001,TRAN,2022,0,0,-92000,0,0,-25000,0,-2900000,-1500000,0,-19000,-16000,-2800000,-14000,-6600,0,0,"$3,611.73 "
3573,INE347G01014,PETRON00005,OGES,2022,0,0,-69000,0,0,-28000,0,0,0,0,-2100,-4700,-11000000,-8000,-9300,0,0,"$2,080.75 "
3580,US98980G1022,ZSCALE00001,ITIS,2022,0,0,-41000,0,0,-20000,0,-260000000,-130000000,0,-9500,-8600,-2000000,-5500,-5000,0,0,"$9,142.78 "
3587,CNE100000CM6,WESTON00002,ITIS,2022,0,0,-31000,0,0,-21000,0,0,0,0,-4400,-4000,-740000,-2600,-6100,0,0,"$3,107.24 "
3594,US8318652091,SMITHA00001,FMMA,2022,0,0,-4600000,0,0,-490000,0,-8000000,-4000000,0,-250000,-590000,-8400000,-860000,-110000,0,0,"$8,366.05 "
3601,FR0000120578,SANOFI00001,PILL,2022,0,0,-30000000,0,0,-11000000,0,0,0,0,-6800000,-6900000,-40000000,-4900000,-2400000,0,0,"$124,523.61 "
3608,FI0009007884,ELISAA00001,ITIS,2022,0,0,-54000,0,0,-23000,0,0,0,0,-15000,-13000,-2800000,-8300,-5100,0,0,"$8,521.69 "
3615,US7607591002,REPUBL00001,WAST,2022,0,0,-13000000,0,0,-4300000,0,0,0,0,-6800000,-4000000,-930000000,-1700000,-870000,0,0,"$28,277.68 "
3622,INE271C01023,DLFXXX00001,RESS,2022,0,0,-310000,0,0,-250000,0,0,0,0,-380,-6000,-10000000,-12000,-84000,0,0,"$3,132.27 "
3629,AU000000REH4,REECEL00001,WHRE,2022,0,0,-2300000,0,0,-930000,0,0,0,0,-550000,-560000,-2400000,-380000,-190000,0,0,"$3,490.96 "
3636,GB00B3MBS747,OCADOG00001,ITIS,2022,0,0,-110000,0,0,-51000,0,-430000000,-210000000,0,-27000,-25000,-5700000,-16000,-12000,0,0,"$3,331.27 "
3643,ZAE000066692,ASPENP00001,PILL,2022,0,0,-2400000,0,0,-1000000,0,0,0,0,-530000,-550000,-10000000,-380000,-230000,0,0,"$3,703.29 "
3650,SE0001515552,INDUTR00001,FMMA,2022,0,0,-1100000,0,0,-310000,0,0,0,0,-180000,-210000,-1400000,-190000,-67000,0,0,"$5,985.38 "
3657,US57060D1081,MARKET00001,FINS,2022,0,0,-16000,0,0,-6900,0,-3300000,-1100000,0,-4000,-3900,-42000,-2600,-1400,0,0,"$12,327.37 "
3664,INE775A01035,MOTHER00001,TRAN,2022,0,0,-12000000,0,0,-3400000,0,0,0,0,-1900000,-2400000,-23000000,-2200000,-720000,0,0,"$1,604.10 "
3671,JP3143600009,ITOCHU00001,WHRE,2022,0,0,-100000000,0,0,-31000000,0,0,0,0,-48000000,-29000000,-140000000,-14000000,-6400000,0,0,"$40,451.52 "
3678,US15135B1017,CENTEN00001,FINS,2022,0,0,-3200000,0,0,-1300000,0,0,0,0,-810000,-790000,-7200000,-520000,-270000,0,0,"$37,147.51 "
3685,INE437A01024,APOLLO00002,HOSP,2022,0,0,-110000,0,0,-43000,0,0,0,0,-44000,-30000,-780000,-16000,-9100,0,0,"$5,321.79 "
3692,JP3386450005,JXTGHO00001,CONG,2022,0,0,-55000000,0,0,-8600000,0,0,0,0,-64000000,-23000000,-1700000000,-1700000,-2300000,0,0,"$10,284.74 "
3699,INE758T01015,ZOMATO00001,ITIS,2022,0,0,-34000,0,0,-23000,0,-140000000,-70000000,0,-5300,-4800,-340000,-3100,-6600,0,0,"$3,355.78 "
3704,FI0009013403,KONEBX00001,EEMA,2022,0,0,-770000,0,0,-330000,0,0,0,0,-220000,-190000,-7600000,-120000,-69000,0,0,"$17,025.07 "
3711,JP3385980002,JSRCOR00001,PERF,2022,0,0,-22000000,0,0,-6000000,0,0,0,0,-3700000,-4400000,-45000000,-3900000,-1200000,0,0,"$4,268.30 "
3718,US5132721045,LAMBWE00001,FOMA,2022,0,0,-8200000,0,0,-2900000,0,0,0,0,-3100000,-2200000,-65000000,-1200000,-590000,0,0,"$15,322.81 "
3725,JP3955000009,YOKOGA00001,EEMA,2022,0,0,-270000,0,0,-71000,0,0,0,0,-24000,-36000,-3500000,-43000,-19000,0,0,"$3,569.18 "
3732,US8740801043,TALEDU00001,EDUC,2022,0,0,0,0,0,0,0,-840000000,-420000000,0,0,0,0,0,0,0,0,"$3,053.75 "
3739,CH0435377954,SIGGRO00001,PAPM,2022,0,0,-83000,0,0,-24000,0,0,0,0,-12000,-14000,-3700000,-14000,-5600,0,0,"$8,082.22 "
3746,FR0000073272,SAFRAN00001,TRAN,2022,0,0,-9000000,0,0,-3600000,0,-2400000000,-1200000000,0,-2300000,-2200000,-26000000,-1500000,-720000,0,0,"$52,371.62 "
3753,NZMRPE0001S2,MERCUR00001,REEN,2022,0,0,0,0,0,0,0,0,0,0,0,0,-15000000,0,0,0,0,"$2,594.06 "
3760,JP3892100003,SUMITO00004,FINS,2022,0,0,-81000,0,0,-20000,0,-1600000000,-540000000,0,-64000,-29000,-1600000,-7300,-4300,0,0,"$10,820.03 "
3767,GB0030913577,BTGROU00001,ITIS,2022,0,0,-1100000,0,0,-480000,0,0,0,0,-280000,-270000,-9200000,-180000,-100000,0,0,"$13,397.85 "
3774,US6556631025,NORDSO00001,OTMA,2022,0,0,-720000,0,0,-250000,0,0,0,0,-130000,-140000,-2200000,-120000,-56000,0,0,"$11,173.17 "
3781,JP3970300004,RECRUI00001,CONS,2022,0,0,-1600000,0,0,-660000,0,0,0,0,-380000,-390000,-2800000,-260000,-140000,0,0,"$38,129.15 "
3788,IT0003132476,ENIXXX00001,OGES,2022,0,0,-950000000,0,0,-370000000,0,-2000000000,-990000000,0,-230000000,-220000000,-2400000000,-150000000,-78000000,0,0,"$34,386.08 "
3795,JP3110650003,ASAHII00001,OTMA,2022,0,0,-340000,0,0,-79000,0,0,0,0,-33000,-51000,-2400000,-59000,-19000,0,0,"$3,877.80 "
3802,INE883A01011,MRFXXX00001,RUMA,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$2,346.33 "
3809,US89400J1079,TRANSU00002,FINS,2022,0,0,-45000,0,0,-19000,0,0,0,0,-12000,-11000,-420000,-7300,-4000,0,0,"$12,214.24 "
3816,INE196A01026,MARICO00001,FOMA,2022,0,0,-76000,0,0,-13000,0,-1700000,-870000,0,-50000,-20000,-540000,-6400,-4000,0,0,"$3,052.45 "
3823,US3635761097,GALLAG00001,FINS,2022,0,0,-210000,0,0,-98000,0,0,0,0,-48000,-47000,-2900000,-31000,-22000,0,0,"$42,018.62 "
3830,JP3711600001,TAIYON00001,PERF,2022,0,0,-1400000,0,0,-970000,0,0,0,0,-180000,-170000,-280000000,-110000,-290000,0,0,"$2,750.06 "
3837,FR0010340141,ADPXXX00001,TRSA,2022,0,0,-14000000,0,0,-5000000,0,0,0,0,-5900000,-3700000,-13000000,-1900000,-1100000,0,0,"$3,858.45 "
3844,GB0000536739,ASHTEA00001,RENT,2022,0,0,0,0,0,0,0,0,0,0,0,0,-16000000,0,0,0,0,"$25,162.10 "
3851,AU000000TCL6,TRANSU00001,TRSA,2022,0,0,-2300000,0,0,-840000,0,0,0,0,-500000,-530000,-10000000,-390000,-170000,0,0,"$30,655.80 "
3858,US5500211090,LULULE00001,CLOT,2022,0,0,-2800000,0,0,-1100000,0,0,0,0,-200000,-320000,-2500000,-370000,-330000,0,0,"$40,833.50 "
3865,US0367521038,ANTHEM00001,FINS,2022,0,0,-43000,0,0,-14000,0,0,0,0,-30000,-13000,-4700000,-3400,-3500,0,0,"$114,590.48 "
3872,US0534841012,AVALON00001,RESS,2022,0,0,-1700000,0,0,-750000,0,0,0,0,-310000,-330000,-2700000,-250000,-180000,0,0,"$23,680.04 "
3879,US5494981039,LUCIDG00001,TRAN,2022,0,0,-260000,0,0,-99000,0,-890000000,-440000000,0,-55000,-57000,-1000000,-43000,-22000,0,0,"$5,214.06 "
3883,QA000A0KD6J5,BARWAR00001,RESS,2022,0,0,-130000,0,0,-59000,0,0,0,0,-28000,-27000,-950000,-19000,-14000,0,0,"$1,502.83 "
3890,FR0000120503,BOUYGU00001,INDE,2022,0,0,-71000000,0,0,-27000000,0,0,0,0,-24000000,-18000000,-120000000,-11000000,-5700000,0,0,"$7,271.21 "
3897,FR0000051807,TELEPE00001,CONS,2022,0,0,-220000,0,0,-66000,0,0,0,0,-1300,-16000,-6900000,-30000,-22000,0,0,"$13,561.85 "
3904,SE0016844831,VOLVOC00001,TRAN,2022,0,0,-370000,0,0,-140000,0,-1200000,-600000,0,-45000,-42000,-5500000,-45000,-44000,0,0,"$2,022.14 "
3911,FR0000120073,AIRLIQ00001,PERF,2022,0,0,-290000000,0,0,-53000000,0,0,0,0,-87000,-24000000,-2000000000,-47000000,-18000000,0,0,"$88,851.31 "
3918,US9078181081,UNIONP00001,RAIL,2022,0,0,-92000000,0,0,-36000000,0,0,0,0,-30000000,-24000000,-500000000,-14000000,-7200000,0,0,"$121,154.53 "
3925,NL0012059018,EXORXX00001,FINS,2022,0,0,-960000,0,0,-400000,0,0,0,0,-250000,-240000,-480000,-160000,-80000,0,0,"$8,949.64 "
3932,US60871R2094,MOLSON00001,BEVM,2022,0,0,-6700000,0,0,-1100000,0,-120000000,-62000000,0,-100000,-590000,-69000000,-1100000,-360000,0,0,"$11,109.64 "
3939,US1266501006,CVSHEA00001,HOSP,2022,0,0,-1200000,0,0,-490000,0,0,0,0,-240000,-240000,-50000000,-180000,-110000,0,0,"$95,614.77 "
3946,US46120E6023,INTUIT00002,OTMA,2022,0,0,-1800000,0,0,-610000,0,0,0,0,-370000,-370000,-2100000,-290000,-130000,0,0,"$92,932.46 "
3953,TH3925010R13,JMTNET00001,FINS,2022,0,0,-5300,0,0,-3600,0,0,0,0,-720,-710,-28000,-480,-1000,0,0,"$1,847.86 "
3960,CH0012453913,TEMENO00001,ITIS,2022,0,0,-6000,0,0,-3200,0,0,0,0,-1200,-1200,-280000,-800,-800,0,0,"$4,619.42 "
3967,US09062X1037,BIOGEN00001,HOSP,2022,0,0,-400000,0,0,-150000,0,0,0,0,-67000,-75000,-4800000,-63000,-34000,0,0,"$41,451.64 "
3974,US6819191064,OMNICO00001,CONS,2022,0,0,-3000000,0,0,-1200000,0,0,0,0,-720000,-730000,-3900000,-490000,-260000,0,0,"$19,043.63 "
3981,US4595061015,INTLFL00001,WASH,2022,0,0,-77000000,0,0,-30000000,0,-1200000000,-620000000,0,-15000000,-16000000,-120000000,-12000000,-6800000,0,0,"$24,104.54 "
3988,JP3351500008,SHIZUO00003,FINS,2022,0,0,-45000,0,0,-20000,0,-740000000,-250000000,0,-11000,-10000,-690000,-7000,-4300,0,0,"$3,703.57 "
3995,US42226K1051,HEALTH00008,RESS,2022,0,0,-210000,0,0,-95000,0,0,0,0,-36000,-38000,-10000000,-29000,-24000,0,0,"$7,326.14 "
4002,US7591EP1005,REGION00001,FINS,2022,0,0,-170000,0,0,-78000,0,0,0,0,-41000,-41000,-3100000,-27000,-17000,0,0,"$17,250.14 "
4009,US90353T1007,UBERTE00001,ITIS,2022,0,0,-990000,0,0,-440000,0,-6200000000,-3100000000,0,-240000,-240000,-6600000,-160000,-94000,0,0,"$60,108.05 "
4016,FR0000120404,ACCORX00001,FOOD,2022,0,0,-7400000,0,0,-3100000,0,0,0,0,-590000,-780000,-140000000,-910000,-950000,0,0,"$7,646.20 "
4023,CH0012138605,ADECCO00001,CONS,2022,0,0,-5200000,0,0,-2200000,0,0,0,0,-1300000,-1300000,-6000000,-860000,-450000,0,0,"$5,983.92 "
4030,SE0016589188,ELECTR00002,EEMA,2022,0,0,-3700000,0,0,-440000,-80000000,-80000000,-40000000,0,-170000,-460000,-5200000,-690000,-110000,0,0,"$2,755.73 "
4037,US2441991054,DEEREC00001,TRAN,2022,0,0,-19000000,0,0,-3100000,0,-4000000,-2000000,0,-1800000,-2800000,-41000000,-3400000,-710000,0,0,"$114,732.31 "
4044,IT0003828271,RECORD00001,PILL,2022,0,0,-1100000,0,0,-340000,0,0,0,0,-130000,-180000,-2700000,-180000,-84000,0,0,"$4,375.00 "
4051,US46266C1053,IQVIAH00001,HOSP,2022,0,0,-860000,0,0,-320000,0,0,0,0,-330000,-230000,-4400000,-120000,-68000,0,0,"$36,878.11 "
4058,GB0031743007,BURBER00001,CLOT,2022,0,0,-1300000,0,0,-390000,0,0,0,0,-120000,-180000,-1800000,-210000,-100000,0,0,"$12,039.31 "
4065,SE0005127818,SAGAXA00001,RESS,2022,0,0,-68000,0,0,-31000,0,0,0,0,-14000,-14000,-31000,-9800,-7300,0,0,"$4,305.36 "
4072,AU000000MGR9,MIRVAC00001,RESS,2022,0,0,-240000,0,0,-100000,0,0,0,0,-45000,-48000,-440000,-35000,-24000,0,0,"$5,888.47 "
4079,JP3899600005,MITSUB00003,RESS,2022,0,0,-520000,0,0,-140000,0,0,0,0,-56000,-68000,-18000000,-78000,-41000,0,0,"$12,509.42 "
4086,INE062A01020,STATEB00001,FINS,2022,0,0,-79000,0,0,-72000,0,-13000000000,-4400000000,0,-6600,-2800,-55000000,-740,-24000,0,0,"$25,035.93 "
4093,JP3305990008,CONCOR00001,FINS,2022,0,0,-230000,0,0,-96000,0,-1000000000,-340000000,0,-58000,-57000,-950000,-38000,-19000,0,0,"$3,403.86 "
4100,JE00B6T5S470,POLYME00001,MOMI,2022,0,0,-600000000,0,0,-250000000,0,0,0,0,-160000000,-150000000,-360000000,-99000000,-49000000,0,0,"$1,488.16 "
4107,US88034P1093,TENCEN00002,ENTE,2022,0,0,-1100000,0,0,-290000,0,0,0,0,-150000,-190000,-4800000,-190000,-66000,0,0,"$6,523.90 "
4114,ZAE000134854,CLICKS00001,WHRE,2022,0,0,-1800000,0,0,-870000,0,0,0,0,-350000,-360000,-9100000,-260000,-210000,0,0,"$3,617.93 "
4121,US45167R1041,IDEXCO00001,FMMA,2022,0,0,-340000,0,0,-58000,0,0,0,0,-39000,-53000,-2600000,-61000,-13000,0,0,"$16,542.75 "
